,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,28,-0.16,0.15,-0.29,0.0,2022-03-04 10:15:28.598,0
1,48,-0.22,0.16,-0.25,0.0,2022-03-04 10:15:28.697,0
2,68,-0.14,0.25,-0.26,0.0,2022-03-04 10:15:28.796,0
3,88,-0.27,0.28,-0.32,0.0,2022-03-04 10:15:28.895,0
4,108,-0.24,0.16,-0.3,0.0,2022-03-04 10:15:28.995,0
5,128,-0.17,0.12,-0.26,0.0,2022-03-04 10:15:29.094,0
6,152,-0.26,0.17,-0.23,0.0,2022-03-04 10:15:29.193,0
7,172,-0.15,0.16,-0.29,0.0,2022-03-04 10:15:29.293,0
8,192,-0.26,0.15,-0.22,0.0,2022-03-04 10:15:29.393,0
9,212,-0.14,0.17,-0.2,0.0,2022-03-04 10:15:29.491,0
10,236,-0.28,0.12,-0.27,0.0,2022-03-04 10:15:29.599,0
11,256,-0.2,0.16,-0.31,0.0,2022-03-04 10:15:29.699,0
12,276,-0.18,0.15,-0.29,0.0,2022-03-04 10:15:29.798,0
13,296,-0.23,0.14,-0.25,0.0,2022-03-04 10:15:29.898,0
14,316,-0.23,0.15,-0.24,0.0,2022-03-04 10:15:29.996,0
15,336,-0.23,0.13,-0.26,0.0,2022-03-04 10:15:30.099,0
16,356,-0.23,0.16,-0.36,0.0,2022-03-04 10:15:30.195,0
17,380,-0.1,0.17,-0.31,0.0,2022-03-04 10:15:30.295,0
18,400,-0.27,0.15,-0.21,0.0,2022-03-04 10:15:30.394,0
19,420,-0.18,0.1,-0.22,0.0,2022-03-04 10:15:30.493,0
20,442,-0.23,0.15,-0.25,0.0,2022-03-04 10:15:30.593,0
21,462,-0.16,0.17,-0.27,0.0,2022-03-04 10:15:30.692,0
22,482,-0.24,0.17,-0.26,0.0,2022-03-04 10:15:30.792,0
23,502,-0.16,0.16,-0.23,0.0,2022-03-04 10:15:30.890,0
24,522,-0.21,0.1,-0.33,0.0,2022-03-04 10:15:30.994,0
25,542,-0.19,0.18,-0.27,0.0,2022-03-04 10:15:31.091,0
26,568,-0.25,0.14,-0.19,0.0,2022-03-04 10:15:31.198,0
27,588,-0.16,0.16,-0.27,0.0,2022-03-04 10:15:31.297,0
28,608,-0.23,0.15,-0.24,0.0,2022-03-04 10:15:31.396,0
29,628,-0.18,0.1,-0.23,0.0,2022-03-04 10:15:31.496,0
30,650,-0.23,0.16,-0.18,0.0,2022-03-04 10:15:31.595,0
31,670,-0.21,0.15,-0.24,0.0,2022-03-04 10:15:31.694,0
32,690,-0.24,0.15,-0.24,0.0,2022-03-04 10:15:31.793,0
33,710,-0.23,0.16,-0.25,0.0,2022-03-04 10:15:31.892,0
34,730,-0.17,0.11,-0.18,0.0,2022-03-04 10:15:31.992,0
35,750,-0.22,0.13,-0.28,0.0,2022-03-04 10:15:32.092,0
36,774,-0.19,0.15,-0.24,0.0,2022-03-04 10:15:32.190,0
37,796,-0.24,0.16,-0.2,0.0,2022-03-04 10:15:32.299,0
38,816,-0.17,0.14,-0.22,0.0,2022-03-04 10:15:32.398,0
39,836,-0.25,0.12,-0.28,0.0,2022-03-04 10:15:32.498,0
40,858,-0.15,0.14,-0.24,0.0,2022-03-04 10:15:32.597,0
41,878,-0.17,0.25,-0.29,0.0,2022-03-04 10:15:32.696,0
42,898,-0.29,0.23,-0.4,0.0,2022-03-04 10:15:32.796,0
43,918,-0.22,0.13,-0.26,0.0,2022-03-04 10:15:32.895,0
44,938,-0.22,0.1,-0.25,0.0,2022-03-04 10:15:32.994,0
45,958,-0.1,0.12,-0.26,0.0,2022-03-04 10:15:33.097,0
46,978,-0.17,0.13,-0.22,0.0,2022-03-04 10:15:33.194,0
47,1002,-0.23,0.15,-0.28,0.0,2022-03-04 10:15:33.292,0
48,1022,-0.21,-0.27,-0.47,0.0,2022-03-04 10:15:33.397,0
49,1042,0.25,-0.25,-0.53,0.0,2022-03-04 10:15:33.491,0
50,1064,-0.22,0.1,-0.27,0.0,2022-03-04 10:15:33.590,0
51,1086,-0.2,0.12,-0.27,0.0,2022-03-04 10:15:33.699,0
52,1106,-0.22,0.15,-0.25,0.0,2022-03-04 10:15:33.799,0
53,1126,-0.13,0.07,-0.25,0.0,2022-03-04 10:15:33.898,0
54,1146,-0.24,0.11,-0.31,0.0,2022-03-04 10:15:33.998,0
55,1166,-0.25,0.18,-0.21,0.0,2022-03-04 10:15:34.096,0
56,1190,0.12,0.06,-0.25,0.0,2022-03-04 10:15:34.195,0
57,1210,-0.2,0.12,-0.3,0.0,2022-03-04 10:15:34.294,0
58,1230,-0.21,-0.05,-0.26,0.0,2022-03-04 10:15:34.394,0
59,1250,-0.23,0.09,-0.27,0.0,2022-03-04 10:15:34.494,0
60,1272,-0.17,0.11,-0.3,0.0,2022-03-04 10:15:34.594,0
61,1292,-0.22,0.07,-0.27,0.0,2022-03-04 10:15:34.692,0
62,1312,-0.22,0.11,-0.23,0.0,2022-03-04 10:15:34.794,0
63,1332,-0.27,0.06,-0.29,0.0,2022-03-04 10:15:34.890,0
64,1352,-0.16,0.11,-0.3,0.0,2022-03-04 10:15:34.990,0
65,1374,-0.24,0.15,-0.23,0.0,2022-03-04 10:15:35.099,0
66,1396,-0.18,0.1,-0.18,0.0,2022-03-04 10:15:35.189,0
67,1418,-0.26,0.15,-0.31,0.0,2022-03-04 10:15:35.298,0
68,1438,-0.19,0.04,-0.21,0.0,2022-03-04 10:15:35.396,0
69,1458,-0.17,0.09,-0.23,0.0,2022-03-04 10:15:35.495,0
70,1480,-0.22,0.15,-0.26,0.0,2022-03-04 10:15:35.595,0
71,1500,-0.24,0.1,-0.27,0.0,2022-03-04 10:15:35.694,0
72,1520,-0.19,0.11,-0.23,0.0,2022-03-04 10:15:35.794,0
73,1540,-0.18,0.14,-0.25,0.0,2022-03-04 10:15:35.893,0
74,1560,-0.18,0.12,-0.27,0.0,2022-03-04 10:15:35.992,0
75,1580,-0.24,-0.1,0.24,0.0,2022-03-04 10:15:36.093,0
76,1600,-0.28,0.1,-0.27,0.0,2022-03-04 10:15:36.192,0
77,1624,0.13,0.1,-0.34,0.0,2022-03-04 10:15:36.290,0
78,1644,-0.18,0.11,-0.25,0.0,2022-03-04 10:15:36.389,0
79,1664,-0.38,0.13,-0.31,0.0,2022-03-04 10:15:36.490,0
80,1688,0.16,0.05,-0.28,0.0,2022-03-04 10:15:36.598,0
81,1708,-0.2,0.05,-0.25,0.0,2022-03-04 10:15:36.697,0
82,1728,-0.22,-0.1,-0.32,0.0,2022-03-04 10:15:36.796,0
83,1748,-0.22,0.11,-0.56,0.0,2022-03-04 10:15:36.896,1
84,1768,0.26,0.13,-0.35,0.0,2022-03-04 10:15:36.995,1
85,1788,0.3,0.19,-0.39,0.0,2022-03-04 10:15:37.095,1
86,1812,-0.38,0.63,-0.34,0.0,2022-03-04 10:15:37.195,1
87,1832,-0.44,0.85,-0.34,0.0,2022-03-04 10:15:37.292,1
88,1852,-0.34,0.8,-0.45,0.0,2022-03-04 10:15:37.393,1
89,1872,-0.45,0.98,-0.39,0.0,2022-03-04 10:15:37.491,1
90,1894,-0.49,1.27,-0.48,0.0,2022-03-04 10:15:37.590,1
91,1914,-0.57,1.69,0.35,0.0,2022-03-04 10:15:37.690,1
92,1936,-0.7,1.83,0.49,0.0,2022-03-04 10:15:37.799,1
93,1956,-0.77,2.07,-0.64,0.0,2022-03-04 10:15:37.899,1
94,1976,-0.86,1.99,-0.95,0.0,2022-03-04 10:15:37.999,1
95,1996,-0.88,2.14,-0.8,0.0,2022-03-04 10:15:38.096,1
96,2020,-0.71,2.02,0.98,0.0,2022-03-04 10:15:38.196,1
97,2040,-1.03,2.11,-0.98,0.0,2022-03-04 10:15:38.295,1
98,2060,-0.85,2.18,-1.13,0.0,2022-03-04 10:15:38.394,1
99,2080,-0.93,2.47,0.87,0.0,2022-03-04 10:15:38.493,1
100,2102,-0.83,2.5,-1.26,0.0,2022-03-04 10:15:38.593,1
101,2122,-1.06,2.62,1.13,0.0,2022-03-04 10:15:38.692,1
102,2142,-1.09,2.5,-1.09,0.0,2022-03-04 10:15:38.791,1
103,2162,-0.86,2.57,0.88,0.0,2022-03-04 10:15:38.890,1
104,2182,-1.26,2.53,-1.6,0.0,2022-03-04 10:15:38.990,1
105,2202,-1.11,2.57,1.01,0.0,2022-03-04 10:15:39.089,1
106,2226,-1.14,2.59,1.74,10.4,2022-03-04 10:15:39.189,1
107,2248,-0.89,2.55,-1.23,10.4,2022-03-04 10:15:39.299,1
108,2268,-1.11,2.42,-0.7,10.4,2022-03-04 10:15:39.399,1
109,2288,-0.55,0.89,-0.84,10.4,2022-03-04 10:15:39.496,1
110,2310,-0.47,0.75,0.61,10.4,2022-03-04 10:15:39.596,1
111,2330,-0.47,1.79,-0.41,10.4,2022-03-04 10:15:39.695,1
112,2350,-0.49,1.82,-0.58,10.4,2022-03-04 10:15:39.794,1
113,2370,0.74,1.37,-0.81,10.4,2022-03-04 10:15:39.893,1
114,2390,0.32,0.93,-0.54,10.4,2022-03-04 10:15:39.992,1
115,2410,-0.74,1.31,-0.6,10.4,2022-03-04 10:15:40.093,1
116,2430,-0.63,1.42,-1.01,10.4,2022-03-04 10:15:40.193,1
117,2454,-0.62,1.28,0.68,15.5,2022-03-04 10:15:40.290,1
118,2474,-0.32,1.12,-1.17,15.5,2022-03-04 10:15:40.390,1
119,2496,-0.56,0.84,-0.75,15.5,2022-03-04 10:15:40.499,1
120,2518,-0.46,0.96,-0.76,15.5,2022-03-04 10:15:40.599,1
121,2538,0.47,0.8,-0.87,15.5,2022-03-04 10:15:40.699,1
122,2558,-0.45,1.11,0.78,15.5,2022-03-04 10:15:40.797,1
123,2578,-0.98,1.35,-1.12,15.5,2022-03-04 10:15:40.897,1
124,2598,-0.6,1.41,-0.42,15.5,2022-03-04 10:15:40.995,1
125,2618,-0.56,1.15,-0.67,15.5,2022-03-04 10:15:41.095,1
126,2642,-1.17,0.86,-0.62,19.4,2022-03-04 10:15:41.194,1
127,2662,-1.65,1.19,0.62,19.4,2022-03-04 10:15:41.292,1
128,2682,0.78,0.99,0.72,19.4,2022-03-04 10:15:41.392,1
129,2702,-0.65,0.86,-1.01,19.4,2022-03-04 10:15:41.491,1
130,2724,-0.86,0.67,-0.64,19.4,2022-03-04 10:15:41.590,1
131,2744,-1.13,0.54,-0.85,19.4,2022-03-04 10:15:41.690,1
132,2766,1.32,-0.33,-0.69,19.4,2022-03-04 10:15:41.799,1
133,2786,-0.84,-0.27,-0.76,19.4,2022-03-04 10:15:41.899,1
134,2806,-0.81,-0.74,-0.75,19.4,2022-03-04 10:15:41.998,1
135,2824,-0.56,-0.95,-0.77,19.4,2022-03-04 10:15:42.087,1
136,2850,0.44,-0.95,-0.56,22.3,2022-03-04 10:15:42.197,1
137,2870,0.57,-0.79,-0.37,22.3,2022-03-04 10:15:42.297,1
138,2890,0.44,-0.65,-0.69,22.3,2022-03-04 10:15:42.395,1
139,2910,0.65,-0.88,-0.74,22.3,2022-03-04 10:15:42.494,1
140,2932,0.44,-0.87,0.87,22.3,2022-03-04 10:15:42.593,1
141,2952,0.43,-0.92,0.63,22.3,2022-03-04 10:15:42.693,1
142,2972,-0.5,-0.86,-0.95,22.3,2022-03-04 10:15:42.791,1
143,2992,0.56,-0.83,0.38,22.3,2022-03-04 10:15:42.891,1
144,3012,0.46,-0.87,-0.46,22.3,2022-03-04 10:15:42.990,1
145,3034,0.53,-0.8,0.64,22.3,2022-03-04 10:15:43.099,1
146,3058,-0.51,-0.37,-1.11,22.7,2022-03-04 10:15:43.198,1
147,3076,-0.53,-0.28,-0.9,22.7,2022-03-04 10:15:43.289,1
148,3096,0.46,0.52,0.52,22.7,2022-03-04 10:15:43.387,1
149,3118,-0.56,0.71,0.84,22.7,2022-03-04 10:15:43.497,1
150,3140,-0.75,0.83,-1.27,22.7,2022-03-04 10:15:43.596,1
151,3160,0.57,0.86,-1.45,22.7,2022-03-04 10:15:43.696,1
152,3180,-0.75,-0.53,-0.51,22.7,2022-03-04 10:15:43.799,1
153,3200,-0.98,0.79,0.46,22.7,2022-03-04 10:15:43.893,1
154,3220,-0.48,0.42,-1.29,22.7,2022-03-04 10:15:43.993,1
155,3240,0.56,0.73,-0.77,22.7,2022-03-04 10:15:44.092,1
156,3262,0.93,0.73,-0.49,25.6,2022-03-04 10:15:44.192,1
157,3284,-0.97,0.33,0.8,25.6,2022-03-04 10:15:44.290,1
158,3304,1.01,0.75,-1.25,25.6,2022-03-04 10:15:44.390,1
159,3326,0.77,0.65,-1.06,25.6,2022-03-04 10:15:44.499,1
160,3346,-0.92,0.63,-1.16,25.6,2022-03-04 10:15:44.588,1
161,3368,-0.96,0.82,0.84,25.6,2022-03-04 10:15:44.698,1
162,3388,1.06,0.56,-1.27,25.6,2022-03-04 10:15:44.797,1
163,3408,-0.34,0.46,1.21,25.6,2022-03-04 10:15:44.897,1
164,3428,-1.09,0.53,-0.95,25.6,2022-03-04 10:15:44.997,1
165,3448,-0.74,0.76,1.36,25.6,2022-03-04 10:15:45.095,1
166,3472,1.11,0.83,-1.1,28.8,2022-03-04 10:15:45.196,1
167,3492,-1.3,0.54,-1.29,28.8,2022-03-04 10:15:45.295,1
168,3512,0.58,0.46,-1.33,28.8,2022-03-04 10:15:45.392,1
169,3532,-0.54,0.43,0.57,28.8,2022-03-04 10:15:45.492,1
170,3554,1.17,-0.29,1.11,28.8,2022-03-04 10:15:45.591,1
171,3574,0.58,0.32,-0.52,28.8,2022-03-04 10:15:45.690,1
172,3596,-0.38,-0.29,-1.2,28.8,2022-03-04 10:15:45.799,1
173,3616,-0.55,0.27,0.66,28.8,2022-03-04 10:15:45.898,1
174,3636,0.96,0.44,-0.83,28.8,2022-03-04 10:15:45.998,1
175,3656,0.66,0.36,-1.03,28.8,2022-03-04 10:15:46.099,1
176,3680,-0.64,0.41,0.93,31.3,2022-03-04 10:15:46.196,1
177,3700,0.6,0.6,1.09,31.3,2022-03-04 10:15:46.295,1
178,3720,-0.76,0.49,-1.33,31.3,2022-03-04 10:15:46.395,1
179,3740,-0.85,0.83,-1.28,31.3,2022-03-04 10:15:46.494,1
180,3762,-0.67,0.3,1.32,31.3,2022-03-04 10:15:46.595,1
181,3782,-0.7,0.58,1.15,31.3,2022-03-04 10:15:46.693,1
182,3802,-2.34,0.57,-2.05,31.3,2022-03-04 10:15:46.794,1
183,3822,0.94,0.43,-1.08,31.3,2022-03-04 10:15:46.891,1
184,3842,0.87,0.59,-1.58,31.3,2022-03-04 10:15:46.994,1
185,3862,-1.02,1.08,-2.02,31.3,2022-03-04 10:15:47.093,1
186,3888,-0.86,0.35,-2.32,33.8,2022-03-04 10:15:47.199,1
187,3908,0.96,-0.56,0.85,33.8,2022-03-04 10:15:47.298,1
188,3928,0.37,-1.03,-0.73,33.8,2022-03-04 10:15:47.398,1
189,3948,-0.47,-0.93,0.8,33.8,2022-03-04 10:15:47.497,1
190,3970,0.75,-0.86,0.71,33.8,2022-03-04 10:15:47.596,1
191,3990,0.47,-1.02,-0.93,33.8,2022-03-04 10:15:47.696,1
192,4010,0.52,-0.87,0.39,33.8,2022-03-04 10:15:47.794,1
193,4030,0.69,-0.92,0.59,33.8,2022-03-04 10:15:47.894,1
194,4050,-0.77,-0.93,0.84,33.8,2022-03-04 10:15:47.994,1
195,4070,0.62,-0.87,-0.78,33.8,2022-03-04 10:15:48.094,1
196,4094,0.51,-1.05,0.8,34.6,2022-03-04 10:15:48.192,1
197,4114,1.05,-1.01,-0.68,34.6,2022-03-04 10:15:48.292,1
198,4134,0.35,-0.5,1.12,34.6,2022-03-04 10:15:48.393,1
199,4156,-0.81,-0.24,1.09,34.6,2022-03-04 10:15:48.499,1
200,4176,0.45,0.31,0.92,34.6,2022-03-04 10:15:48.589,1
201,4198,-0.53,-0.58,-0.64,34.6,2022-03-04 10:15:48.698,1
202,4218,0.68,-0.59,1.13,34.6,2022-03-04 10:15:48.797,1
203,4238,-0.99,-0.44,-0.99,34.6,2022-03-04 10:15:48.896,1
204,4258,0.92,0.48,-1.21,34.6,2022-03-04 10:15:48.995,1
205,4278,-0.74,-0.76,-0.57,34.6,2022-03-04 10:15:49.095,1
