,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,30,0.26,0.09,-0.3,0.0,2022-03-04 10:20:35.290,0
1,50,-0.18,0.14,-0.28,0.0,2022-03-04 10:20:35.390,0
2,70,0.37,0.1,-0.32,0.0,2022-03-04 10:20:35.495,0
3,92,0.36,-0.24,-0.33,0.0,2022-03-04 10:20:35.588,0
4,114,-0.18,0.12,-0.39,0.0,2022-03-04 10:20:35.699,0
5,134,-0.28,-0.07,-0.23,0.0,2022-03-04 10:20:35.798,0
6,154,0.13,0.09,-0.25,0.0,2022-03-04 10:20:35.896,0
7,174,-0.2,0.08,-0.3,0.0,2022-03-04 10:20:35.995,0
8,194,0.16,-0.07,-0.38,0.0,2022-03-04 10:20:36.094,0
9,214,-0.19,0.09,-0.39,0.0,2022-03-04 10:20:36.195,0
10,238,-0.22,0.06,-0.29,0.0,2022-03-04 10:20:36.294,0
11,258,0.1,0.14,-0.32,0.0,2022-03-04 10:20:36.392,0
12,278,-0.25,0.11,-0.21,0.0,2022-03-04 10:20:36.492,0
13,300,0.16,-0.11,-0.4,0.0,2022-03-04 10:20:36.591,0
14,320,-0.21,0.12,-0.44,0.0,2022-03-04 10:20:36.690,0
15,340,0.15,-0.15,-0.39,0.0,2022-03-04 10:20:36.790,0
16,360,-0.2,0.12,-0.42,0.0,2022-03-04 10:20:36.889,0
17,382,-0.23,-0.09,-0.22,0.0,2022-03-04 10:20:36.999,0
18,402,0.16,0.05,-0.29,0.0,2022-03-04 10:20:37.099,0
19,426,-0.14,0.09,-0.35,0.0,2022-03-04 10:20:37.198,0
20,446,0.38,-0.25,-0.41,0.0,2022-03-04 10:20:37.296,0
21,466,-0.24,-0.15,-0.31,0.0,2022-03-04 10:20:37.395,0
22,486,-0.19,0.27,-0.36,0.0,2022-03-04 10:20:37.494,0
23,508,0.32,-0.18,-0.28,0.0,2022-03-04 10:20:37.594,0
24,528,-0.21,0.34,-0.32,0.0,2022-03-04 10:20:37.693,0
25,548,-0.3,0.53,-1.01,0.0,2022-03-04 10:20:37.792,0
26,568,-0.15,-0.09,-0.29,0.0,2022-03-04 10:20:37.891,0
27,588,-0.18,-0.2,-0.31,0.0,2022-03-04 10:20:37.990,0
28,608,0.25,0.11,-0.32,0.0,2022-03-04 10:20:38.090,0
29,628,-0.24,0.17,-0.24,0.0,2022-03-04 10:20:38.189,0
30,654,-0.25,0.1,-0.27,0.0,2022-03-04 10:20:38.298,0
31,674,-0.24,-0.1,-0.26,0.0,2022-03-04 10:20:38.398,0
32,694,0.24,0.1,-0.29,0.0,2022-03-04 10:20:38.497,0
33,716,0.29,0.11,-0.34,0.0,2022-03-04 10:20:38.598,1
34,736,-0.21,0.08,-0.31,0.0,2022-03-04 10:20:38.697,1
35,756,0.23,0.15,-0.31,0.0,2022-03-04 10:20:38.794,1
36,776,0.22,0.38,-0.34,0.0,2022-03-04 10:20:38.894,1
37,796,-0.41,0.79,-0.34,0.0,2022-03-04 10:20:38.997,1
38,816,-0.42,0.89,-0.42,0.0,2022-03-04 10:20:39.094,1
39,836,0.51,1.12,-0.37,0.0,2022-03-04 10:20:39.191,1
40,860,-0.48,1.2,-0.49,0.0,2022-03-04 10:20:39.291,1
