,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,26,-0.3,0.42,-0.19,0.0,2022-03-04 11:20:14.394,0
1,46,-0.27,0.34,-0.33,0.0,2022-03-04 11:20:14.493,0
2,66,-0.35,0.39,-0.21,0.0,2022-03-04 11:20:14.595,0
3,86,-0.23,0.39,0.26,0.0,2022-03-04 11:20:14.692,0
4,110,-0.62,0.48,-0.34,0.0,2022-03-04 11:20:14.791,0
5,130,-0.26,0.35,-0.32,0.0,2022-03-04 11:20:14.890,0
6,150,-0.33,0.33,-0.28,0.0,2022-03-04 11:20:14.989,0
7,172,-0.3,0.37,-0.2,0.0,2022-03-04 11:20:15.089,0
8,194,-0.25,0.36,-0.35,0.0,2022-03-04 11:20:15.197,0
9,214,-0.3,0.32,-0.19,0.0,2022-03-04 11:20:15.297,0
10,234,-0.27,0.36,-0.21,0.0,2022-03-04 11:20:15.397,0
11,254,-0.36,0.36,-0.23,0.0,2022-03-04 11:20:15.496,0
12,274,-0.3,0.35,-0.32,0.0,2022-03-04 11:20:15.595,0
13,294,-0.32,0.4,-0.27,0.0,2022-03-04 11:20:15.696,0
14,318,-0.42,0.53,-0.35,0.0,2022-03-04 11:20:15.793,0
15,338,-0.3,0.31,-0.25,0.0,2022-03-04 11:20:15.893,0
16,358,-0.48,0.45,-0.35,0.0,2022-03-04 11:20:15.992,0
17,380,-0.3,0.33,-0.31,0.0,2022-03-04 11:20:16.091,0
18,400,-0.33,0.32,-0.26,0.0,2022-03-04 11:20:16.190,0
19,420,-0.3,0.61,-0.25,0.0,2022-03-04 11:20:16.289,0
20,442,-0.31,0.6,-0.26,0.0,2022-03-04 11:20:16.399,0
21,462,-0.5,0.36,0.19,0.0,2022-03-04 11:20:16.499,0
22,482,-0.27,0.38,-0.41,0.0,2022-03-04 11:20:16.598,0
23,502,-0.31,0.36,-0.32,0.0,2022-03-04 11:20:16.699,0
24,526,-0.31,0.26,-0.35,0.0,2022-03-04 11:20:16.796,0
25,546,-0.25,0.26,-0.25,0.0,2022-03-04 11:20:16.896,0
26,566,-0.32,0.35,-0.66,0.0,2022-03-04 11:20:16.994,3
27,588,-0.41,0.52,0.43,0.0,2022-03-04 11:20:17.094,3
28,608,-0.58,0.54,-0.51,0.0,2022-03-04 11:20:17.194,3
29,628,-0.69,1.05,0.39,0.0,2022-03-04 11:20:17.295,3
30,648,-0.67,2.36,-0.43,0.0,2022-03-04 11:20:17.391,3
31,668,-0.99,2.77,-0.76,0.0,2022-03-04 11:20:17.491,3
32,688,-1.47,3.19,-1.29,0.0,2022-03-04 11:20:17.590,3
33,710,-1.24,3.43,-1.34,0.0,2022-03-04 11:20:17.699,3
34,734,-1.14,3.99,-2.0,0.0,2022-03-04 11:20:17.798,3
35,754,-1.41,4.15,-2.09,0.0,2022-03-04 11:20:17.898,3
36,774,-1.4,4.76,2.22,0.0,2022-03-04 11:20:17.997,3
37,796,-3.12,5.32,-3.24,0.0,2022-03-04 11:20:18.096,3
38,816,-1.75,2.5,-1.6,0.0,2022-03-04 11:20:18.195,3
39,836,-1.04,2.0,0.61,0.0,2022-03-04 11:20:18.295,3
40,856,-0.9,3.5,-0.91,0.0,2022-03-04 11:20:18.395,3
41,876,-1.39,3.28,-1.87,0.0,2022-03-04 11:20:18.495,3
42,896,-0.82,2.38,1.28,0.0,2022-03-04 11:20:18.593,3
43,916,-1.27,2.68,1.24,0.0,2022-03-04 11:20:18.694,3
44,940,-1.0,3.01,-1.41,6.1,2022-03-04 11:20:18.791,3
45,960,-1.13,3.11,-1.21,6.1,2022-03-04 11:20:18.890,3
46,980,-1.41,3.06,-1.21,6.1,2022-03-04 11:20:18.989,3
47,1002,-1.43,3.16,-1.28,6.1,2022-03-04 11:20:19.089,3
48,1024,-1.51,3.25,-2.26,6.1,2022-03-04 11:20:19.199,3
49,1044,-1.4,3.67,1.94,6.1,2022-03-04 11:20:19.297,3
50,1064,-1.33,3.06,-1.52,6.1,2022-03-04 11:20:19.397,3
51,1084,-0.98,2.37,-0.42,6.1,2022-03-04 11:20:19.496,3
52,1104,-1.1,2.18,-1.01,6.1,2022-03-04 11:20:19.595,3
53,1124,-1.31,2.4,-0.58,6.1,2022-03-04 11:20:19.696,3
54,1148,-1.56,2.05,0.7,16.2,2022-03-04 11:20:19.794,3
55,1168,-1.41,2.08,0.98,16.2,2022-03-04 11:20:19.893,3
56,1188,-1.44,2.23,1.36,16.2,2022-03-04 11:20:19.992,3
