,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,26,-0.3,0.49,-0.27,0.4,2022-03-04 10:51:46.690,0
1,48,-0.33,0.45,-0.24,0.4,2022-03-04 10:51:46.799,0
2,66,-0.32,0.45,-0.26,0.4,2022-03-04 10:51:46.889,0
3,88,-0.25,0.4,-0.26,0.4,2022-03-04 10:51:46.998,0
4,108,-0.24,0.41,-0.43,0.4,2022-03-04 10:51:47.097,0
5,132,-0.23,0.35,-0.22,0.4,2022-03-04 10:51:47.196,0
6,152,-0.24,0.29,-0.31,0.0,2022-03-04 10:51:47.297,0
7,172,-0.18,0.32,-0.32,0.0,2022-03-04 10:51:47.395,0
8,192,-0.28,0.34,-0.34,0.0,2022-03-04 10:51:47.495,0
9,214,-0.28,0.34,-0.47,0.0,2022-03-04 10:51:47.593,0
10,234,-0.28,0.35,-0.25,0.0,2022-03-04 10:51:47.693,0
11,254,-0.14,0.26,-0.26,0.0,2022-03-04 10:51:47.795,2
12,274,0.23,0.25,-0.39,0.0,2022-03-04 10:51:47.892,2
13,294,-0.24,0.41,-0.63,0.0,2022-03-04 10:51:47.991,2
14,314,-0.35,0.43,-0.45,0.0,2022-03-04 10:51:48.090,2
15,340,-0.31,0.48,-0.47,0.0,2022-03-04 10:51:48.199,2
16,360,-0.49,0.56,-0.97,0.0,2022-03-04 10:51:48.298,2
17,380,-0.6,1.06,-0.52,0.0,2022-03-04 10:51:48.397,2
18,400,-0.77,1.1,-0.55,0.0,2022-03-04 10:51:48.497,2
19,422,-0.67,1.24,-0.46,0.0,2022-03-04 10:51:48.596,2
20,442,-1.06,1.54,-0.39,0.0,2022-03-04 10:51:48.696,2
21,462,-0.83,1.68,-1.03,0.0,2022-03-04 10:51:48.794,2
22,482,-0.74,2.09,-0.75,0.0,2022-03-04 10:51:48.894,2
23,502,-1.02,2.55,-1.08,0.0,2022-03-04 10:51:48.993,2
24,522,-0.77,2.65,-0.99,0.0,2022-03-04 10:51:49.094,2
25,544,-0.96,2.79,-0.82,0.0,2022-03-04 10:51:49.197,2
26,566,-1.11,2.8,-0.45,0.0,2022-03-04 10:51:49.291,2
27,586,-1.09,2.95,-0.78,0.0,2022-03-04 10:51:49.390,2
28,608,-0.98,3.01,-0.76,0.0,2022-03-04 10:51:49.499,2
29,630,-0.73,3.11,0.52,0.0,2022-03-04 10:51:49.598,2
30,650,-0.69,3.17,0.92,0.0,2022-03-04 10:51:49.698,2
31,670,-0.87,3.27,-1.63,0.0,2022-03-04 10:51:49.797,2
32,690,-0.77,3.38,-1.08,0.0,2022-03-04 10:51:49.897,2
33,710,-1.06,3.31,-2.03,0.0,2022-03-04 10:51:49.995,2
34,730,-0.87,3.17,-1.71,0.0,2022-03-04 10:51:50.095,2
35,754,-0.93,3.12,-1.53,14.0,2022-03-04 10:51:50.194,2
36,774,-0.86,2.87,1.55,14.0,2022-03-04 10:51:50.293,2
37,794,-0.56,2.01,-1.04,14.0,2022-03-04 10:51:50.393,2
38,814,-0.41,2.23,0.89,14.0,2022-03-04 10:51:50.493,2
