,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,30,-0.2,0.56,-0.24,0.7,2022-03-04 10:05:07.497,0
1,52,-0.17,0.57,-0.25,0.7,2022-03-04 10:05:07.597,0
2,70,-0.23,0.52,-0.2,0.7,2022-03-04 10:05:07.688,0
3,92,-0.17,0.55,-0.34,0.7,2022-03-04 10:05:07.796,0
4,112,0.37,0.5,-0.23,0.7,2022-03-04 10:05:07.896,0
5,132,-0.32,0.65,-0.23,0.7,2022-03-04 10:05:07.994,0
6,152,-0.2,0.51,-0.28,0.7,2022-03-04 10:05:08.094,0
7,176,0.15,0.5,-0.34,0.7,2022-03-04 10:05:08.199,0
8,196,0.18,0.46,-0.22,0.0,2022-03-04 10:05:08.292,0
9,216,-0.23,0.47,-0.21,0.0,2022-03-04 10:05:08.391,0
10,238,0.23,0.57,-0.73,0.0,2022-03-04 10:05:08.499,0
11,260,-0.17,0.46,-0.33,0.0,2022-03-04 10:05:08.599,0
12,280,0.15,0.43,-0.24,0.0,2022-03-04 10:05:08.698,0
13,300,-0.25,0.44,0.17,0.0,2022-03-04 10:05:08.798,0
14,320,-0.17,0.43,-0.21,0.0,2022-03-04 10:05:08.897,0
15,340,0.16,0.44,-0.29,0.0,2022-03-04 10:05:08.997,0
16,360,0.15,0.4,-0.32,0.0,2022-03-04 10:05:09.095,0
17,384,-0.19,0.39,-0.19,0.0,2022-03-04 10:05:09.195,0
18,404,-0.21,0.4,0.16,0.0,2022-03-04 10:05:09.294,0
19,424,0.21,0.41,-0.36,0.0,2022-03-04 10:05:09.393,0
20,444,-0.23,0.41,-0.17,0.0,2022-03-04 10:05:09.493,0
21,466,-0.18,0.31,-0.28,0.0,2022-03-04 10:05:09.593,0
22,486,-0.23,0.38,-0.24,0.0,2022-03-04 10:05:09.691,0
23,506,0.17,0.37,-0.13,0.0,2022-03-04 10:05:09.790,0
24,528,-0.15,0.37,-0.33,0.0,2022-03-04 10:05:09.899,0
25,548,-0.25,0.36,-0.23,0.0,2022-03-04 10:05:09.998,0
26,568,0.16,0.24,-0.18,0.0,2022-03-04 10:05:10.098,0
27,592,-0.23,0.36,-0.24,0.0,2022-03-04 10:05:10.197,0
28,612,0.1,0.37,-0.19,0.0,2022-03-04 10:05:10.296,0
29,632,-0.21,0.27,-0.28,0.0,2022-03-04 10:05:10.395,0
30,652,-0.18,0.34,-0.33,0.0,2022-03-04 10:05:10.495,0
31,674,0.17,0.33,-0.28,0.0,2022-03-04 10:05:10.594,0
32,694,0.25,0.27,-0.22,0.0,2022-03-04 10:05:10.693,0
33,714,-0.18,0.32,-0.29,0.0,2022-03-04 10:05:10.793,0
34,734,-0.18,0.27,-0.31,0.0,2022-03-04 10:05:10.892,0
35,754,0.13,0.25,-0.29,0.0,2022-03-04 10:05:10.991,0
36,774,-0.17,0.31,-0.21,0.0,2022-03-04 10:05:11.093,0
37,798,0.15,0.28,-0.25,0.0,2022-03-04 10:05:11.191,0
38,820,-0.2,0.34,-0.56,0.0,2022-03-04 10:05:11.299,0
39,840,-0.3,0.35,-0.73,0.0,2022-03-04 10:05:11.398,0
40,860,0.14,0.23,-0.18,0.0,2022-03-04 10:05:11.499,0
41,882,-0.14,0.28,-0.17,0.0,2022-03-04 10:05:11.597,0
42,902,0.15,0.25,-0.3,0.0,2022-03-04 10:05:11.696,0
43,922,-0.21,0.25,-0.26,0.0,2022-03-04 10:05:11.795,0
44,942,0.16,0.24,-0.24,0.0,2022-03-04 10:05:11.895,0
45,962,-0.24,0.21,-0.28,0.0,2022-03-04 10:05:11.994,0
46,982,-0.16,0.2,-0.3,0.0,2022-03-04 10:05:12.094,0
47,1006,-0.19,0.23,-0.27,0.0,2022-03-04 10:05:12.196,0
48,1026,-0.19,0.26,-0.2,0.0,2022-03-04 10:05:12.292,0
49,1046,-0.15,0.17,-0.26,0.0,2022-03-04 10:05:12.391,0
50,1066,-0.23,0.21,-0.24,0.0,2022-03-04 10:05:12.490,0
51,1090,-0.21,0.21,-0.23,0.0,2022-03-04 10:05:12.599,0
52,1108,-0.14,0.21,-0.19,0.0,2022-03-04 10:05:12.691,0
53,1130,-0.16,0.24,-0.24,0.0,2022-03-04 10:05:12.798,0
54,1150,0.22,0.17,-0.41,0.0,2022-03-04 10:05:12.897,0
55,1170,-0.22,0.22,-0.3,0.0,2022-03-04 10:05:12.996,0
56,1190,-0.19,0.21,-0.19,0.0,2022-03-04 10:05:13.096,0
57,1214,-0.14,0.21,-0.34,0.0,2022-03-04 10:05:13.196,0
58,1234,-0.24,0.16,-0.23,0.0,2022-03-04 10:05:13.296,0
59,1254,-0.23,0.16,-0.3,0.0,2022-03-04 10:05:13.394,0
60,1274,-0.19,0.19,-0.26,0.0,2022-03-04 10:05:13.492,0
61,1296,-0.2,0.17,-0.42,0.0,2022-03-04 10:05:13.593,0
62,1316,-0.14,0.17,-0.29,0.0,2022-03-04 10:05:13.695,0
63,1336,0.12,0.17,-0.21,0.0,2022-03-04 10:05:13.792,1
64,1356,-0.13,0.31,-0.29,0.0,2022-03-04 10:05:13.890,1
65,1376,0.39,0.62,-0.43,0.0,2022-03-04 10:05:13.989,1
66,1398,-0.28,0.55,-0.44,0.0,2022-03-04 10:05:14.099,1
67,1418,-0.23,0.53,-0.26,0.0,2022-03-04 10:05:14.191,1
68,1442,-0.21,0.59,-0.39,0.0,2022-03-04 10:05:14.297,1
69,1462,-0.2,0.91,-0.37,0.0,2022-03-04 10:05:14.396,1
70,1482,-0.27,1.29,-0.39,0.0,2022-03-04 10:05:14.498,1
71,1504,-0.39,1.39,0.27,0.0,2022-03-04 10:05:14.596,1
72,1524,-0.53,1.52,-0.56,0.0,2022-03-04 10:05:14.694,1
