,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,20,-0.22,0.22,-0.29,0.0,2022-03-04 11:24:02.094,0
1,40,-0.24,0.29,-0.26,0.0,2022-03-04 11:24:02.194,0
2,60,-0.2,0.27,-0.37,0.0,2022-03-04 11:24:02.296,0
3,80,-0.23,0.26,-0.2,0.0,2022-03-04 11:24:02.391,0
4,100,0.18,0.22,-0.26,0.0,2022-03-04 11:24:02.490,0
5,120,-0.22,0.28,-0.26,0.0,2022-03-04 11:24:02.590,0
6,142,-0.23,0.24,-0.28,0.0,2022-03-04 11:24:02.699,0
7,166,-0.18,0.25,-0.4,0.0,2022-03-04 11:24:02.798,0
8,186,-0.19,0.27,-0.35,0.0,2022-03-04 11:24:02.899,0
9,206,-0.18,0.21,-0.23,0.0,2022-03-04 11:24:02.997,0
10,228,-0.26,0.27,-0.38,0.0,2022-03-04 11:24:03.097,0
11,246,-0.21,0.26,-0.27,0.0,2022-03-04 11:24:03.185,0
12,268,-0.19,0.23,-0.19,0.0,2022-03-04 11:24:03.296,0
13,288,-0.12,0.24,-0.39,0.0,2022-03-04 11:24:03.394,0
14,308,-0.24,0.1,-0.25,0.0,2022-03-04 11:24:03.494,0
15,328,-0.26,0.24,-0.29,0.0,2022-03-04 11:24:03.593,0
16,348,0.17,0.22,-0.22,0.0,2022-03-04 11:24:03.693,0
17,372,-0.15,0.18,-0.23,0.0,2022-03-04 11:24:03.791,0
18,392,-0.41,0.31,-0.28,0.0,2022-03-04 11:24:03.890,0
19,414,-0.31,0.21,-0.36,0.0,2022-03-04 11:24:03.999,0
20,436,0.16,0.25,-0.21,0.0,2022-03-04 11:24:04.098,0
21,456,-0.26,0.24,-0.27,0.0,2022-03-04 11:24:04.198,0
22,476,-0.28,0.23,-0.24,0.0,2022-03-04 11:24:04.298,0
23,496,-0.32,0.61,-0.58,0.0,2022-03-04 11:24:04.398,0
24,516,-0.2,0.27,-0.38,0.0,2022-03-04 11:24:04.498,0
25,536,-0.35,0.34,0.25,0.0,2022-03-04 11:24:04.595,0
26,556,0.48,0.27,-0.35,0.0,2022-03-04 11:24:04.695,0
27,580,-0.21,0.24,-0.28,0.0,2022-03-04 11:24:04.793,0
28,600,-0.21,0.11,-0.3,0.0,2022-03-04 11:24:04.893,0
