,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,12,-0.07,0.08,-0.26,0.0,2022-03-04 10:22:43.788,0
1,34,-0.19,0.21,-0.33,0.0,2022-03-04 10:22:43.887,0
2,56,-0.73,-0.31,-0.23,0.0,2022-03-04 10:22:43.997,0
3,76,0.27,0.2,-0.41,0.0,2022-03-04 10:22:44.095,0
4,96,-0.24,0.14,-0.33,0.0,2022-03-04 10:22:44.194,0
5,120,-0.17,0.13,-0.28,0.0,2022-03-04 10:22:44.293,0
6,140,-0.17,0.13,-0.24,0.0,2022-03-04 10:22:44.392,0
7,160,-0.19,0.11,-0.24,0.0,2022-03-04 10:22:44.491,0
8,182,-0.24,0.14,-0.23,0.0,2022-03-04 10:22:44.591,0
9,202,-0.16,0.12,-0.29,0.0,2022-03-04 10:22:44.690,0
10,222,-0.19,0.09,-0.27,0.0,2022-03-04 10:22:44.789,0
11,244,-0.25,0.18,-0.25,0.0,2022-03-04 10:22:44.899,0
12,264,-0.14,0.13,-0.28,0.0,2022-03-04 10:22:44.998,0
13,284,-0.18,0.11,-0.21,0.0,2022-03-04 10:22:45.097,0
14,308,-0.2,0.12,-0.26,0.0,2022-03-04 10:22:45.198,0
15,328,-0.19,0.08,-0.2,0.0,2022-03-04 10:22:45.296,0
16,348,-0.2,0.12,-0.22,0.0,2022-03-04 10:22:45.395,0
17,368,-0.17,0.13,-0.23,0.0,2022-03-04 10:22:45.496,0
18,390,-0.26,0.14,-0.29,0.0,2022-03-04 10:22:45.595,0
19,410,-0.14,0.13,-0.17,0.0,2022-03-04 10:22:45.693,0
20,430,-0.26,0.09,-0.28,0.0,2022-03-04 10:22:45.795,0
21,450,-0.23,0.11,-0.25,0.0,2022-03-04 10:22:45.891,0
22,470,-0.2,0.06,-0.21,0.0,2022-03-04 10:22:45.991,0
23,490,-0.17,0.15,-0.31,0.0,2022-03-04 10:22:46.090,0
24,510,-0.26,0.06,-0.31,0.0,2022-03-04 10:22:46.190,0
25,536,-0.22,0.08,-0.28,0.0,2022-03-04 10:22:46.298,0
26,556,-0.25,0.13,-0.24,0.0,2022-03-04 10:22:46.398,0
27,576,-0.16,0.07,-0.23,0.0,2022-03-04 10:22:46.498,0
28,598,-0.26,0.1,-0.27,0.0,2022-03-04 10:22:46.597,0
29,618,-0.15,0.13,-0.31,0.0,2022-03-04 10:22:46.696,0
30,638,-0.17,0.1,-0.26,0.0,2022-03-04 10:22:46.795,0
31,658,-0.18,0.14,-0.27,0.0,2022-03-04 10:22:46.895,0
32,678,-0.19,0.1,-0.26,0.0,2022-03-04 10:22:46.995,0
33,698,-0.18,0.14,-0.35,0.0,2022-03-04 10:22:47.092,0
34,722,0.18,-0.09,-0.22,0.0,2022-03-04 10:22:47.191,0
35,742,-0.19,0.11,-0.26,0.0,2022-03-04 10:22:47.291,0
36,762,-0.23,0.14,-0.23,0.0,2022-03-04 10:22:47.390,0
37,784,-0.27,-0.12,-0.32,0.0,2022-03-04 10:22:47.499,0
38,806,-0.2,0.19,-0.41,0.0,2022-03-04 10:22:47.598,0
39,826,-0.16,-0.06,-0.29,0.0,2022-03-04 10:22:47.699,0
