,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,14,-0.22,0.58,-0.15,0.0,2022-03-04 11:16:45.097,0
1,34,-0.26,0.6,-0.21,0.0,2022-03-04 11:16:45.196,0
2,54,-0.31,0.56,-0.25,0.0,2022-03-04 11:16:45.295,0
3,74,-0.36,0.62,-0.21,0.0,2022-03-04 11:16:45.396,0
4,94,-0.26,0.52,-0.27,0.0,2022-03-04 11:16:45.494,0
5,114,-0.3,0.51,-0.22,0.0,2022-03-04 11:16:45.593,0
6,134,-0.18,0.46,-0.28,0.0,2022-03-04 11:16:45.692,0
7,158,-0.5,0.5,0.73,0.0,2022-03-04 11:16:45.792,0
8,178,-0.28,0.5,-0.76,0.0,2022-03-04 11:16:45.891,0
9,198,-0.4,0.45,-0.27,0.0,2022-03-04 11:16:45.991,0
10,220,-0.31,0.5,-0.27,0.0,2022-03-04 11:16:46.089,0
11,242,-0.17,0.48,-0.22,0.0,2022-03-04 11:16:46.199,0
12,262,-0.34,0.48,-0.3,0.0,2022-03-04 11:16:46.298,0
13,282,-0.32,0.46,-0.29,0.0,2022-03-04 11:16:46.397,0
14,302,-0.25,0.46,-0.19,0.0,2022-03-04 11:16:46.497,0
15,322,-0.27,0.45,-0.41,0.0,2022-03-04 11:16:46.596,0
16,342,-0.26,0.45,0.31,0.0,2022-03-04 11:16:46.696,0
17,366,-0.3,0.46,-0.29,0.0,2022-03-04 11:16:46.794,0
18,386,-0.24,0.39,-0.36,0.0,2022-03-04 11:16:46.894,0
19,406,-0.28,0.48,-0.18,0.0,2022-03-04 11:16:46.993,0
20,428,-0.32,0.33,-0.31,0.0,2022-03-04 11:16:47.092,0
21,448,-0.22,0.4,-0.2,0.0,2022-03-04 11:16:47.191,0
22,468,-0.3,0.47,-0.21,0.0,2022-03-04 11:16:47.292,0
23,488,-0.29,0.37,-0.27,0.0,2022-03-04 11:16:47.390,0
24,510,-0.21,0.63,-0.2,0.0,2022-03-04 11:16:47.499,0
25,530,0.91,0.67,0.39,0.0,2022-03-04 11:16:47.598,0
26,550,-0.51,0.39,0.26,0.0,2022-03-04 11:16:47.698,0
27,574,-0.31,0.41,-0.36,0.0,2022-03-04 11:16:47.797,0
28,594,0.39,0.45,-0.89,0.0,2022-03-04 11:16:47.896,0
29,614,-0.3,0.46,-0.67,0.0,2022-03-04 11:16:47.995,0
30,636,-0.24,0.36,-0.34,0.0,2022-03-04 11:16:48.094,0
31,656,-0.24,0.41,-0.26,0.0,2022-03-04 11:16:48.194,0
32,676,-0.22,0.37,-0.25,0.0,2022-03-04 11:16:48.293,0
33,696,-0.16,0.29,-0.25,0.0,2022-03-04 11:16:48.393,0
34,716,-0.39,0.38,-0.28,0.0,2022-03-04 11:16:48.492,3
35,736,-0.23,0.34,-0.55,0.0,2022-03-04 11:16:48.591,3
36,756,-0.31,0.99,-0.42,0.0,2022-03-04 11:16:48.691,3
37,780,-0.62,1.95,0.82,0.0,2022-03-04 11:16:48.789,3
38,800,-0.8,2.84,0.79,0.0,2022-03-04 11:16:48.889,3
39,822,-0.86,2.89,-1.09,0.0,2022-03-04 11:16:48.998,3
40,844,-0.88,3.0,-1.57,0.0,2022-03-04 11:16:49.097,3
41,864,-1.13,3.02,-1.64,0.0,2022-03-04 11:16:49.198,3
42,884,-1.32,3.2,-1.52,0.0,2022-03-04 11:16:49.296,3
43,904,-0.84,4.0,1.82,0.0,2022-03-04 11:16:49.395,3
44,922,-1.15,4.04,1.92,0.0,2022-03-04 11:16:49.487,3
45,944,-1.74,4.33,2.3,0.0,2022-03-04 11:16:49.594,3
46,964,-1.52,4.5,-2.2,0.0,2022-03-04 11:16:49.693,3
47,988,-1.45,4.05,-2.11,7.9,2022-03-04 11:16:49.793,3
