,LineNumber,Accel_X,Accel_Y,Accel_Z,Velocity,RealTime,Label
0,16,0.13,0.08,-0.19,0.0,2022-03-04 11:12:39.599,0
1,36,-0.18,0.26,-0.2,0.0,2022-03-04 11:12:39.694,0
2,62,-0.22,0.24,-0.29,0.0,2022-03-04 11:12:39.799,0
3,80,-0.39,0.22,-0.29,0.0,2022-03-04 11:12:39.888,0
4,102,0.18,0.15,-0.24,0.0,2022-03-04 11:12:39.998,0
5,124,-0.16,0.19,-0.27,0.0,2022-03-04 11:12:40.096,0
6,144,-0.19,0.19,-0.23,0.0,2022-03-04 11:12:40.195,0
7,164,-0.16,0.19,-0.14,0.0,2022-03-04 11:12:40.294,0
8,184,-0.12,0.16,-0.2,0.0,2022-03-04 11:12:40.393,0
9,204,-0.19,0.14,-0.26,0.0,2022-03-04 11:12:40.495,0
10,224,-0.18,0.16,-0.2,0.0,2022-03-04 11:12:40.592,0
11,244,-0.18,0.16,-0.18,0.0,2022-03-04 11:12:40.691,0
12,268,-0.18,0.11,-0.17,0.0,2022-03-04 11:12:40.790,0
13,288,-0.21,0.16,-0.24,0.0,2022-03-04 11:12:40.890,0
14,310,-0.19,0.14,-0.22,0.0,2022-03-04 11:12:40.999,0
15,332,0.23,0.18,-0.16,0.0,2022-03-04 11:12:41.099,0
16,352,-0.19,0.09,-0.2,0.0,2022-03-04 11:12:41.199,0
17,372,-0.2,0.14,-0.22,0.0,2022-03-04 11:12:41.297,0
18,392,0.36,0.17,-0.72,0.0,2022-03-04 11:12:41.396,0
19,412,0.18,0.09,-0.27,0.0,2022-03-04 11:12:41.495,0
20,432,-0.25,-0.16,-0.28,0.0,2022-03-04 11:12:41.595,0
21,452,-0.2,0.13,-0.21,0.0,2022-03-04 11:12:41.694,0
22,476,-0.15,0.17,-0.22,0.0,2022-03-04 11:12:41.793,0
23,496,-0.12,-0.14,-0.18,0.0,2022-03-04 11:12:41.892,0
24,516,-0.2,0.11,0.3,0.0,2022-03-04 11:12:41.991,0
25,538,0.12,0.09,-0.33,0.0,2022-03-04 11:12:42.091,3
26,558,-0.2,0.19,-0.5,0.0,2022-03-04 11:12:42.190,3
27,578,-0.51,0.49,0.37,0.0,2022-03-04 11:12:42.289,3
28,598,-0.41,0.54,-0.41,0.0,2022-03-04 11:12:42.389,3
29,620,-0.44,1.37,0.35,0.0,2022-03-04 11:12:42.498,3
30,638,-0.56,1.74,0.36,0.0,2022-03-04 11:12:42.587,3
31,658,-0.56,1.81,-0.64,0.0,2022-03-04 11:12:42.686,3
32,684,-0.88,1.89,-0.73,0.0,2022-03-04 11:12:42.796,3
33,704,-0.79,2.65,-0.88,0.0,2022-03-04 11:12:42.895,3
34,724,-0.9,3.04,1.23,0.0,2022-03-04 11:12:42.994,3
35,746,-0.99,3.35,-1.74,0.0,2022-03-04 11:12:43.093,3
36,766,-0.95,3.39,-2.48,0.0,2022-03-04 11:12:43.192,3
37,786,-0.87,3.55,-1.67,0.0,2022-03-04 11:12:43.292,3
38,806,-1.45,3.89,-1.87,0.0,2022-03-04 11:12:43.392,3
39,826,-1.5,3.67,-2.06,0.0,2022-03-04 11:12:43.490,3
40,846,-1.02,3.21,-2.35,0.0,2022-03-04 11:12:43.590,3
41,866,-0.73,2.0,-0.85,0.0,2022-03-04 11:12:43.689,3
42,892,-0.96,2.65,-1.12,5.8,2022-03-04 11:12:43.799,3
43,912,-1.15,3.2,1.37,5.8,2022-03-04 11:12:43.898,3
44,932,-0.89,3.04,-1.09,5.8,2022-03-04 11:12:43.999,3
45,954,-0.97,2.67,-1.24,5.8,2022-03-04 11:12:44.099,3
46,974,-0.95,3.19,1.17,5.8,2022-03-04 11:12:44.195,3
47,994,-1.61,3.71,-1.79,5.8,2022-03-04 11:12:44.295,3
48,1014,-1.55,3.16,-3.12,5.8,2022-03-04 11:12:44.394,3
49,1034,-1.64,3.52,2.27,5.8,2022-03-04 11:12:44.494,3
50,1054,-1.39,3.94,1.51,5.8,2022-03-04 11:12:44.592,3
51,1076,-1.7,4.47,-1.5,10.8,2022-03-04 11:12:44.698,3
52,1098,-2.77,4.08,-1.54,10.8,2022-03-04 11:12:44.791,3
53,1118,-2.01,3.62,-2.39,10.8,2022-03-04 11:12:44.891,3
54,1140,1.62,3.61,-2.04,10.8,2022-03-04 11:12:44.999,3
55,1162,-2.62,3.39,-1.74,10.8,2022-03-04 11:12:45.099,3
56,1182,-1.39,2.18,-2.47,10.8,2022-03-04 11:12:45.198,3
57,1202,-0.84,2.5,-1.33,10.8,2022-03-04 11:12:45.297,3
58,1222,-1.39,3.25,-1.63,10.8,2022-03-04 11:12:45.398,3
59,1242,-1.47,4.14,-2.55,10.8,2022-03-04 11:12:45.497,3
60,1262,-1.23,3.17,-1.6,10.8,2022-03-04 11:12:45.596,3
61,1282,-1.41,2.11,-2.02,10.8,2022-03-04 11:12:45.696,3
62,1306,-1.75,2.6,1.07,21.2,2022-03-04 11:12:45.793,3
63,1326,0.99,1.98,0.82,21.2,2022-03-04 11:12:45.892,3
64,1346,0.67,-0.81,-1.41,21.2,2022-03-04 11:12:45.992,3
65,1368,0.45,-0.75,-1.29,21.2,2022-03-04 11:12:46.091,3
